date;type;id;text
2019-12-12 17:59:26;start;1;Defining Variables.
2019-12-12 17:59:26;finish;1;Defining Variables.
2019-12-12 17:59:26;start;2;Generating dates and filtering returns.
2019-12-12 17:59:26;finish;2;Generating dates and filtering returns.
2019-12-12 17:59:26;start;3;Calculating weights from 40 periods
2019-12-12 17:59:26;start;4;Calculating portfolio weights from 2008-01-01 to 2008-12-31
2019-12-12 17:59:26;start;4;Calculating portfolio weights from 2008-04-01 to 2009-03-31
2019-12-12 17:59:26;start;4;Calculating portfolio weights from 2008-07-01 to 2009-06-30
2019-12-12 17:59:26;start;4;Calculating portfolio weights from 2008-10-01 to 2009-09-30
2019-12-12 17:59:26;start;4;Calculating portfolio weights from 2009-01-01 to 2009-12-31
2019-12-12 17:59:26;start;4;Calculating portfolio weights from 2009-04-01 to 2010-03-31
2019-12-12 17:59:26;start;4;Calculating portfolio weights from 2009-07-01 to 2010-06-30
2019-12-12 17:59:26;start;4;Calculating portfolio weights from 2009-10-01 to 2010-09-30
2019-12-12 17:59:26;start;4;Calculating portfolio weights from 2010-01-01 to 2010-12-31
2019-12-12 17:59:26;start;4;Calculating portfolio weights from 2010-04-01 to 2011-03-31
2019-12-12 17:59:27;start;4;Calculating portfolio weights from 2010-07-01 to 2011-06-30
2019-12-12 17:59:27;start;4;Calculating portfolio weights from 2010-10-01 to 2011-09-30
2019-12-12 18:01:44;finish;4;Calculating portfolio weights from 2008-07-01 to 2009-06-30
2019-12-12 18:01:44;start;4;Calculating portfolio weights from 2011-01-01 to 2011-12-31
2019-12-12 18:02:53;finish;4;Calculating portfolio weights from 2008-04-01 to 2009-03-31
2019-12-12 18:02:53;start;4;Calculating portfolio weights from 2011-04-01 to 2012-03-31
2019-12-12 18:02:55;finish;4;Calculating portfolio weights from 2008-10-01 to 2009-09-30
2019-12-12 18:02:55;start;4;Calculating portfolio weights from 2011-07-01 to 2012-06-30
2019-12-12 18:02:57;finish;4;Calculating portfolio weights from 2009-04-01 to 2010-03-31
2019-12-12 18:02:57;start;4;Calculating portfolio weights from 2011-10-01 to 2012-09-30
2019-12-12 18:03:02;finish;4;Calculating portfolio weights from 2009-01-01 to 2009-12-31
2019-12-12 18:03:02;start;4;Calculating portfolio weights from 2012-01-01 to 2012-12-31
2019-12-12 18:03:20;finish;4;Calculating portfolio weights from 2009-10-01 to 2010-09-30
2019-12-12 18:03:20;start;4;Calculating portfolio weights from 2012-04-01 to 2013-03-31
2019-12-12 18:03:23;finish;4;Calculating portfolio weights from 2010-01-01 to 2010-12-31
2019-12-12 18:03:23;start;4;Calculating portfolio weights from 2012-07-01 to 2013-06-30
2019-12-12 18:03:24;finish;4;Calculating portfolio weights from 2010-04-01 to 2011-03-31
2019-12-12 18:03:24;start;4;Calculating portfolio weights from 2012-10-01 to 2013-09-30
2019-12-12 18:03:27;finish;4;Calculating portfolio weights from 2010-07-01 to 2011-06-30
2019-12-12 18:03:27;start;4;Calculating portfolio weights from 2013-01-01 to 2013-12-31
2019-12-12 18:03:27;finish;4;Calculating portfolio weights from 2010-10-01 to 2011-09-30
2019-12-12 18:03:27;start;4;Calculating portfolio weights from 2013-04-01 to 2014-03-31
2019-12-12 18:04:40;finish;4;Calculating portfolio weights from 2009-07-01 to 2010-06-30
2019-12-12 18:04:40;start;4;Calculating portfolio weights from 2013-07-01 to 2014-06-30
2019-12-12 18:05:05;finish;4;Calculating portfolio weights from 2008-01-01 to 2008-12-31
2019-12-12 18:05:05;start;4;Calculating portfolio weights from 2013-10-01 to 2014-09-30
2019-12-12 18:05:46;finish;4;Calculating portfolio weights from 2011-01-01 to 2011-12-31
2019-12-12 18:05:46;start;4;Calculating portfolio weights from 2014-01-01 to 2014-12-31
2019-12-12 18:06:58;finish;4;Calculating portfolio weights from 2011-04-01 to 2012-03-31
2019-12-12 18:06:58;start;4;Calculating portfolio weights from 2014-04-01 to 2015-03-31
2019-12-12 18:07:03;finish;4;Calculating portfolio weights from 2011-07-01 to 2012-06-30
2019-12-12 18:07:03;start;4;Calculating portfolio weights from 2014-07-01 to 2015-06-30
2019-12-12 18:07:05;finish;4;Calculating portfolio weights from 2011-10-01 to 2012-09-30
2019-12-12 18:07:05;start;4;Calculating portfolio weights from 2014-10-01 to 2015-09-30
2019-12-12 18:07:13;finish;4;Calculating portfolio weights from 2012-01-01 to 2012-12-31
2019-12-12 18:07:13;start;4;Calculating portfolio weights from 2015-01-01 to 2015-12-31
2019-12-12 18:07:28;finish;4;Calculating portfolio weights from 2012-04-01 to 2013-03-31
2019-12-12 18:07:28;start;4;Calculating portfolio weights from 2015-04-01 to 2016-03-31
2019-12-12 18:07:35;finish;4;Calculating portfolio weights from 2012-10-01 to 2013-09-30
2019-12-12 18:07:35;start;4;Calculating portfolio weights from 2015-07-01 to 2016-06-30
2019-12-12 18:07:44;finish;4;Calculating portfolio weights from 2013-04-01 to 2014-03-31
2019-12-12 18:07:44;start;4;Calculating portfolio weights from 2015-10-01 to 2016-09-30
2019-12-12 18:07:47;finish;4;Calculating portfolio weights from 2013-01-01 to 2013-12-31
2019-12-12 18:07:47;start;4;Calculating portfolio weights from 2016-01-01 to 2016-12-31
2019-12-12 18:09:00;finish;4;Calculating portfolio weights from 2012-07-01 to 2013-06-30
2019-12-12 18:09:00;start;4;Calculating portfolio weights from 2016-04-01 to 2017-03-31
2019-12-12 18:09:25;finish;4;Calculating portfolio weights from 2013-10-01 to 2014-09-30
2019-12-12 18:09:25;start;4;Calculating portfolio weights from 2016-07-01 to 2017-06-30
2019-12-12 18:10:12;finish;4;Calculating portfolio weights from 2014-01-01 to 2014-12-31
2019-12-12 18:10:12;start;4;Calculating portfolio weights from 2016-10-01 to 2017-09-30
2019-12-12 18:10:24;finish;4;Calculating portfolio weights from 2013-07-01 to 2014-06-30
2019-12-12 18:10:24;start;4;Calculating portfolio weights from 2017-01-01 to 2017-12-31
2019-12-12 18:10:52;finish;4;Calculating portfolio weights from 2016-01-01 to 2016-12-31
2019-12-12 18:10:53;start;4;Calculating portfolio weights from 2017-04-01 to 2018-03-31
2019-12-12 18:11:29;finish;4;Calculating portfolio weights from 2014-07-01 to 2015-06-30
2019-12-12 18:11:29;start;4;Calculating portfolio weights from 2017-07-01 to 2018-06-30
2019-12-12 18:11:32;finish;4;Calculating portfolio weights from 2014-10-01 to 2015-09-30
2019-12-12 18:11:32;start;4;Calculating portfolio weights from 2017-10-01 to 2018-09-30
2019-12-12 18:11:56;finish;4;Calculating portfolio weights from 2015-01-01 to 2015-12-31
2019-12-12 18:12:06;finish;4;Calculating portfolio weights from 2015-04-01 to 2016-03-31
2019-12-12 18:12:09;finish;4;Calculating portfolio weights from 2015-07-01 to 2016-06-30
2019-12-12 18:12:41;finish;4;Calculating portfolio weights from 2014-04-01 to 2015-03-31
2019-12-12 18:13:44;finish;4;Calculating portfolio weights from 2015-10-01 to 2016-09-30
2019-12-12 18:16:31;finish;4;Calculating portfolio weights from 2016-04-01 to 2017-03-31
2019-12-12 18:16:49;finish;4;Calculating portfolio weights from 2017-04-01 to 2018-03-31
2019-12-12 18:16:53;finish;4;Calculating portfolio weights from 2016-07-01 to 2017-06-30
2019-12-12 18:17:24;finish;4;Calculating portfolio weights from 2017-07-01 to 2018-06-30
2019-12-12 18:19:06;finish;4;Calculating portfolio weights from 2016-10-01 to 2017-09-30
2019-12-12 18:19:13;finish;4;Calculating portfolio weights from 2017-01-01 to 2017-12-31
2019-12-12 18:21:45;finish;4;Calculating portfolio weights from 2017-10-01 to 2018-09-30
2019-12-12 18:21:46;finish;3;Calculating weights from 40 periods
2019-12-12 18:21:46;start;5;Simulating Strategy
2019-12-12 18:21:55;finish;5;Simulating Strategy
