date;type;id;text
2019-12-04 15:42:07;start;1;Defining Variables.
2019-12-04 15:42:07;finish;1;Defining Variables.
2019-12-04 15:42:07;start;2;Generating dates and filtering returns.
2019-12-04 15:42:07;finish;2;Generating dates and filtering returns.
2019-12-04 15:42:07;start;3;Calculating weights from 119 periods
2019-12-04 15:42:08;start;4;Calculating portfolio weights from 2008-01-01 to 2008-12-31
2019-12-04 15:42:08;start;4;Calculating portfolio weights from 2008-04-01 to 2009-03-31
2019-12-04 15:42:08;start;4;Calculating portfolio weights from 2008-07-01 to 2009-06-30
2019-12-04 15:42:08;start;4;Calculating portfolio weights from 2008-10-01 to 2009-09-30
2019-12-04 15:42:08;start;4;Calculating portfolio weights from 2009-01-01 to 2009-12-31
2019-12-04 15:42:08;start;4;Calculating portfolio weights from 2009-04-01 to 2010-03-31
2019-12-04 15:42:08;start;4;Calculating portfolio weights from 2009-07-01 to 2010-06-30
2019-12-04 15:42:08;start;4;Calculating portfolio weights from 2009-10-01 to 2010-09-30
2019-12-04 15:42:08;start;4;Calculating portfolio weights from 2010-01-01 to 2010-12-31
2019-12-04 15:42:09;start;4;Calculating portfolio weights from 2010-04-01 to 2011-03-31
2019-12-04 15:42:09;start;4;Calculating portfolio weights from 2010-07-01 to 2011-06-30
2019-12-04 15:42:09;start;4;Calculating portfolio weights from 2010-10-01 to 2011-09-30
2019-12-04 15:45:33;finish;4;Calculating portfolio weights from 2009-04-01 to 2010-03-31
2019-12-04 15:45:33;start;4;Calculating portfolio weights from 2009-05-01 to 2010-04-30
2019-12-04 15:47:11;finish;4;Calculating portfolio weights from 2010-10-01 to 2011-09-30
2019-12-04 15:47:11;start;4;Calculating portfolio weights from 2010-11-01 to 2011-10-31
2019-12-04 15:47:26;finish;4;Calculating portfolio weights from 2010-04-01 to 2011-03-31
2019-12-04 15:47:26;start;4;Calculating portfolio weights from 2010-05-01 to 2011-04-30
2019-12-04 15:47:43;finish;4;Calculating portfolio weights from 2008-01-01 to 2008-12-31
2019-12-04 15:47:43;start;4;Calculating portfolio weights from 2008-02-01 to 2009-01-31
2019-12-04 15:47:44;finish;4;Calculating portfolio weights from 2008-04-01 to 2009-03-31
2019-12-04 15:47:44;start;4;Calculating portfolio weights from 2008-05-01 to 2009-04-30
2019-12-04 15:47:49;finish;4;Calculating portfolio weights from 2009-01-01 to 2009-12-31
2019-12-04 15:47:49;start;4;Calculating portfolio weights from 2009-02-01 to 2010-01-31
2019-12-04 15:47:53;finish;4;Calculating portfolio weights from 2008-07-01 to 2009-06-30
2019-12-04 15:47:53;start;4;Calculating portfolio weights from 2008-08-01 to 2009-07-31
2019-12-04 15:48:02;finish;4;Calculating portfolio weights from 2008-10-01 to 2009-09-30
2019-12-04 15:48:02;start;4;Calculating portfolio weights from 2008-11-01 to 2009-10-31
2019-12-04 15:48:37;finish;4;Calculating portfolio weights from 2010-01-01 to 2010-12-31
2019-12-04 15:48:37;start;4;Calculating portfolio weights from 2010-02-01 to 2011-01-31
2019-12-04 15:48:40;finish;4;Calculating portfolio weights from 2009-07-01 to 2010-06-30
2019-12-04 15:48:40;start;4;Calculating portfolio weights from 2009-08-01 to 2010-07-31
2019-12-04 15:49:56;finish;4;Calculating portfolio weights from 2009-10-01 to 2010-09-30
2019-12-04 15:49:56;start;4;Calculating portfolio weights from 2009-11-01 to 2010-10-31
2019-12-04 15:50:01;finish;4;Calculating portfolio weights from 2010-07-01 to 2011-06-30
2019-12-04 15:50:01;start;4;Calculating portfolio weights from 2010-08-01 to 2011-07-31
2019-12-04 15:51:13;finish;4;Calculating portfolio weights from 2010-11-01 to 2011-10-31
2019-12-04 15:51:13;start;4;Calculating portfolio weights from 2010-12-01 to 2011-11-30
2019-12-04 15:51:20;finish;4;Calculating portfolio weights from 2009-02-01 to 2010-01-31
2019-12-04 15:51:20;start;4;Calculating portfolio weights from 2009-03-01 to 2010-02-28
2019-12-04 15:52:46;finish;4;Calculating portfolio weights from 2009-05-01 to 2010-04-30
2019-12-04 15:52:46;start;4;Calculating portfolio weights from 2009-06-01 to 2010-05-31
2019-12-04 15:52:58;finish;4;Calculating portfolio weights from 2008-11-01 to 2009-10-31
2019-12-04 15:52:58;start;4;Calculating portfolio weights from 2008-12-01 to 2009-11-30
2019-12-04 15:53:24;finish;4;Calculating portfolio weights from 2008-02-01 to 2009-01-31
2019-12-04 15:53:24;start;4;Calculating portfolio weights from 2008-03-01 to 2009-02-28
2019-12-04 15:53:42;finish;4;Calculating portfolio weights from 2008-05-01 to 2009-04-30
2019-12-04 15:53:42;start;4;Calculating portfolio weights from 2008-06-01 to 2009-05-31
2019-12-04 15:53:49;finish;4;Calculating portfolio weights from 2008-08-01 to 2009-07-31
2019-12-04 15:53:49;start;4;Calculating portfolio weights from 2008-09-01 to 2009-08-31
2019-12-04 15:53:58;finish;4;Calculating portfolio weights from 2009-08-01 to 2010-07-31
2019-12-04 15:53:58;start;4;Calculating portfolio weights from 2009-09-01 to 2010-08-31
2019-12-04 15:55:21;finish;4;Calculating portfolio weights from 2009-11-01 to 2010-10-31
